4.0e0 1.0e1 6.094450302739599e-1 6.094450302739599e-1
4.0e0 1.5e1 1.1902783987333518e0 1.1902783987333518e0
3.75e0 1.0e1 6.660645502756767e-1 6.660645502756767e-1
3.75e0 1.5e1 1.2122565864205614e0 1.2122565864205614e0
3.5e0 1.0e1 6.188567691817505e-1 6.188567691817505e-1
3.5e0 1.5e1 1.2396907533234904e0 1.2396907533234904e0
3.25e0 1.0e1 6.566890198159245e-1 6.566890198159245e-1
3.25e0 1.5e1 1.2560530666646763e0 1.2560530666646763e0
3.0e0 1.0e1 6.622404502808759e-1 6.622404502808759e-1
3.0e0 1.5e1 1.3064803828003997e0 1.3064803828003997e0
2.75e0 1.0e1 6.906196773660511e-1 6.906196773660511e-1
2.75e0 1.5e1 1.332248195044797e0 1.332248195044797e0
2.5e0 1.0e1 6.974197726937366e-1 6.974197726937366e-1
2.5e0 1.5e1 1.3214526812216298e0 1.3214526812216298e0
2.5e0 2.0e1 1.9705877717602798e0 1.9705877717602798e0
2.25e0 1.0e1 7.056003106020018e-1 7.056003106020018e-1
2.25e0 1.6e1 1.490043609635326e0 1.490043609635326e0
2.25e0 2.0e1 1.9695797579050964e0 1.9695797579050964e0
2.25e0 2.5e1 2.38470474392973e0 2.38470474392973e0
2.25e0 3.1e1 2.877628012639768e0 2.877628012639768e0
2.0e0 1.0e1 7.226267743177154e-1 7.226267743177154e-1
2.0e0 1.6e1 1.553506938625003e0 1.553506938625003e0
2.0e0 2.0e1 1.9709959311348364e0 1.9709959311348364e0
2.0e0 2.4e1 2.3077050438197353e0 2.3077050438197353e0
2.0e0 2.8e1 2.675797598860845e0 2.675797598860845e0
2.0e0 3.2e1 3.1577886810795555e0 3.1577886810795555e0
2.0e0 3.6e1 3.7239373850949087e0 3.7239373850949087e0
1.75e0 1.0e1 7.876136522779102e-1 7.876136522779102e-1
1.75e0 1.5e1 1.4117542982874711e0 1.4117542982874711e0
1.75e0 2.0e1 1.951808289122331e0 1.951808289122331e0
1.75e0 2.5e1 2.346799396974507e0 2.346799396974507e0
1.75e0 3.0e1 2.903020914078184e0 2.903020914078184e0
1.75e0 3.5e1 3.56764384164287e0 3.56764384164287e0
1.75e0 4.0e1 4.068471011510921e0 4.068471011510921e0
1.75e0 4.5e1 4.444874795590142e0 4.444874795590142e0
1.5e0 1.0e1 8.081959623853185e-1 8.081959623853185e-1
1.5e0 1.5e1 1.4269013942494186e0 1.4269013942494186e0
1.5e0 2.0e1 1.9252907349840804e0 1.9252907349840804e0
1.5e0 2.5e1 2.3546470174978698e0 2.3546470174978698e0
1.5e0 3.0e1 3.006402991839373e0 3.006402991839373e0
1.5e0 3.5e1 3.5191248991532924e0 3.5191248991532924e0
1.5e0 4.0e1 3.96816365801515e0 3.96816365801515e0
1.5e0 4.5e1 4.359398499722501e0 4.359398499722501e0
1.5e0 5.0e1 4.819155657147405e0 4.819155657147405e0
1.25e0 1.0e1 7.978612892145803e-1 7.978612892145803e-1
1.25e0 1.5e1 1.4453607222348435e0 1.4453607222348435e0
1.25e0 2.0e1 1.8932285504065403e0 1.8932285504065403e0
1.25e0 2.5e1 2.36764287694074e0 2.36764287694074e0
1.25e0 3.0e1 2.9474985373785905e0 2.9474985373785905e0
1.25e0 3.5e1 3.3832433518334404e0 3.3832433518334404e0
1.25e0 4.0e1 3.686218057881962e0 3.686218057881962e0
1.25e0 4.5e1 4.102337244871526e0 4.102337244871526e0
1.25e0 5.0e1 4.5976945223812224e0 4.5976945223812224e0
1.25e0 6.0e1 5.152468027186583e0 5.152468027186583e0
1.25e0 7.0e1 5.582446303732062e0 5.582446303732062e0
1.25e0 8.0e1 6.763193699331573e0 6.763193699331573e0
1.0e0 1.0e1 8.408474882155663e-1 8.408474882155663e-1
1.0e0 1.5e1 1.3650387666356212e0 1.3650387666356212e0
1.0e0 2.0e1 1.8162398666424113e0 1.8162398666424113e0
1.0e0 2.5e1 2.256145581441477e0 2.256145581441477e0
1.0e0 3.0e1 2.690063672991449e0 2.690063672991449e0
1.0e0 3.4e1 2.9976456841013697e0 2.9976456841013697e0
1.0e0 3.8e1 3.246163881480021e0 3.246163881480021e0
1.0e0 4.5e1 3.5601488063987183e0 3.5601488063987183e0
1.0e0 5.0e1 3.850525357362726e0 3.850525357362726e0
1.0e0 6.0e1 3.9750558537898306e0 3.9750558537898306e0
1.0e0 7.0e1 4.069494139901024e0 4.069494139901024e0
7.5e-1 1.0e1 7.692480690947597e-1 7.692480690947597e-1
7.5e-1 2.0e1 1.4858949231206824e0 1.4858949231206824e0
7.5e-1 3.0e1 2.102544349613069e0 2.102544349613069e0
7.5e-1 4.0e1 2.417660226348445e0 2.417660226348445e0
7.5e-1 5.0e1 2.5724556633294777e0 2.5724556633294777e0
5.0e-1 1.0e1 5.176555524107024e-1 5.176555524107024e-1
5.0e-1 2.0e1 9.852051734066781e-1 9.852051734066781e-1
5.0e-1 3.0e1 1.1857046879404558e0 1.1857046879404558e0
5.0e-1 4.0e1 1.24284655741488e0 1.24284655741488e0
5.0e-1 5.0e1 1.2046068866835127e0 1.2046068866835127e0
5.0e-1 6.0e1 1.2184024196919376e0 1.2184024196919376e0
7.5e-1 6.0e1 2.5221325547422944e0 2.5221325547422944e0
7.5e-1 7.0e1 2.4478770582764575e0 2.4478770582764575e0
5.0e-1 7.0e1 1.1882410672179293e0 1.1882410672179293e0
