0.000085 -183671.675023
0.000492 -9877.711585
0.001386 -3028.441225
0.002794 -1451.348332
0.004709 -847.128639
1.000000 -715.529757
0.007131 -554.146062
0.010057 -390.058809
0.013484 -289.091521
0.017407 -222.547174
0.021823 -176.405101
0.026726 -143.096270
0.032113 -118.274750
0.037977 -99.282395
0.044314 -84.430510
0.051118 -72.597404
0.058383 -63.019137
0.066104 -55.157587
0.074274 -48.627143
0.082887 -43.143961
0.091938 -38.496589
1.000000 -38.578401
0.101419 -34.523961
0.111325 -31.102357
0.121648 -28.134920
0.132382 -25.545382
0.143518 -23.272680
0.155049 -21.267735
0.166967 -19.490511
0.179261 -17.908269
0.191922 -16.493875
0.204938 -15.224812
0.218297 -14.082161
0.231986 -13.050026
0.245988 -12.114889
1.000001 -11.906693
0.260289 -11.265266
0.274868 -10.491289
0.289705 -9.784496
0.304780 -9.137548
0.320066 -8.544099
0.335539 -7.998597
0.351170 -7.496210
0.366930 -7.032678
0.382786 -6.604268
0.398707 -6.207671
0.414658 -5.839967
1.000001 -5.765500
0.430603 -5.498556
0.446508 -5.181127
0.462335 -4.885618
0.478050 -4.610184
0.493616 -4.353169
0.508994 -4.113085
0.524163 -3.888590
0.539074 -3.678483
1.000001 -3.413466
0.553710 -3.481651
0.568038 -3.297117
0.582021 -3.123970
0.595654 -2.961361
0.608911 -2.808594
0.621776 -2.664884
0.634185 -2.529723
0.646347 -2.402350
1.000002 -2.273709
0.657748 -2.282406
0.669266 -2.169404
0.679820 -2.062312
0.690028 -1.962185
0.701112 -1.866547
0.708869 -1.776117
1.000002 -1.636261
0.719665 -1.692695
0.728978 -1.611310
0.736737 -1.530860
0.740632 -1.469915
0.764865 -1.392420
0.744880 -1.325415
1.000003 -1.244970
0.781365 -1.274422
0.237526 -0.214416
0.758122 -1.212966
0.810606 -1.168655
0.294402 -0.082409
0.721796 -1.096869
0.834650 -1.086674
1.000004 -0.988164
0.852327 -1.013992
0.697459 -0.954723
0.867015 -0.947514
0.422033 -0.295760
0.879698 -0.886057
0.663770 -0.770528
0.743762 -0.841517
1.000006 -0.811315
0.890967 -0.830164
0.464193 -0.169798
0.628320 -0.615897
0.900846 -0.779944
0.909568 -0.734607
1.000010 -0.685092
0.609298 -0.478212
0.917397 -0.693097
0.584445 -0.387115
0.579869 -0.316229
0.584088 -0.212196
0.924405 -0.654917
0.771565 -0.590460
0.930822 -0.619842
1.000019 -0.592784
0.936743 -0.587574
0.674861 -0.245072
0.942169 -0.557900
1.000033 -0.524492
0.947168 -0.530568
0.951782 -0.505318
0.999757 -0.474904
0.955974 -0.481987
0.774658 -0.251275
0.959916 -0.460543
0.995304 -0.441029
0.963778 -0.440793
0.814202 -0.229502
0.967701 -0.422550
0.984264 -0.413257
0.971121 -0.405352
0.883512 -0.318333
0.974162 -0.392490
0.975225 -0.384502
0.975479 -0.374082
0.976707 -0.363367
0.977642 -0.352648
0.978402 -0.341909
0.979052 -0.331263
0.894591 -0.183760
0.979608 -0.320764
0.980102 -0.310431
0.980553 -0.300280
0.980980 -0.290316
0.981396 -0.280524
0.981807 -0.270922
0.982212 -0.261439
0.982599 -0.252137
0.982966 -0.242958
0.983298 -0.233913
0.983583 -0.224999
0.983810 -0.216216
0.984008 -0.207595
0.984131 -0.199043
0.956102 -0.173899
0.984222 -0.190668
0.984319 -0.182403
0.984411 -0.174277
0.984532 -0.166340
0.984698 -0.158699
1.000001 -0.001433
0.984854 -0.150995
0.972106 -0.144817
0.985259 -0.143590
0.985934 -0.136577
0.986647 -0.130014
0.999951 -0.001762
0.987333 -0.123773
0.999908 -0.002405
0.999863 -0.003219
0.987983 -0.117764
0.999768 -0.004216
0.988602 -0.111957
0.999691 -0.005414
0.989206 -0.106338
0.999574 -0.006741
0.989809 -0.100887
0.999455 -0.008271
0.990416 -0.095578
0.991013 -0.090400
0.999300 -0.009946
0.991579 -0.085341
0.999159 -0.011793
0.998992 -0.013853
0.998797 -0.015974
0.998594 -0.018362
0.998365 -0.020787
0.998128 -0.023476
0.992167 -0.080454
0.997866 -0.026220
0.997589 -0.029182
0.997291 -0.032270
0.996975 -0.035505
0.992685 -0.075663
0.996640 -0.038888
0.996283 -0.042414
0.995906 -0.046086
0.993200 -0.071027
0.995506 -0.049894
0.995097 -0.053837
0.993701 -0.066528
0.994181 -0.062157
0.994632 -0.057962
