Variables = x, y, u, v, p

Zone, I=800, F=POINT
         650            0            0            0     -12.7213 
         650     0.000234  2.26713e-07  4.53645e-12     -12.7213 
         650     0.000939  1.04828e-06  6.91562e-11     -12.7213 
         650     0.002113  2.82176e-06  3.44931e-10     -12.7213 
         650     0.003759  5.98122e-06   1.0798e-09     -12.7213 
         650     0.005872  1.08159e-05  2.60575e-09     -12.7213 
         650     0.008457  1.73271e-05  5.33772e-09     -12.7213 
         650      0.01151  2.50978e-05  9.74731e-09     -12.7213 
         650     0.015036   3.3385e-05  1.63677e-08     -12.7213 
         650     0.019031  4.12797e-05  2.57513e-08     -12.7213 
         650     0.023493  4.80527e-05  3.84653e-08     -12.7213 
         650     0.028429  5.34832e-05  5.51048e-08     -12.7213 
         650     0.033831  5.80149e-05   7.6201e-08     -12.7213 
         650     0.039706  6.26837e-05  1.02307e-07     -12.7213 
         650     0.046047  6.85873e-05  1.33876e-07     -12.7213 
         650     0.052863  7.60926e-05  1.71384e-07     -12.7213 
         650      0.06015  8.40838e-05  2.15186e-07     -12.7213 
         650       0.0679  9.03322e-05  2.65539e-07     -12.7213 
         650     0.076126  9.48352e-05  3.22777e-07     -12.7213 
         650     0.084816  0.000105635  3.87006e-07     -12.7213 
         650     0.093982  0.000111251  4.58473e-07     -12.7213 
         650     0.103611  0.000118077   5.3719e-07     -12.7213 
         650     0.113718  0.000125442  6.23376e-07     -12.7213 
         650     0.124286  0.000132842  7.16985e-07     -12.7213 
         650     0.135333  0.000140001  8.18307e-07     -12.7213 
         650      0.14685  0.000146817  9.27442e-07     -12.7213 
         650     0.158827  0.000153328  1.04454e-06     -12.7213 
         650     0.171284  0.000159647  1.17013e-06     -12.7213 
         650     0.184201  0.000165829  1.30445e-06     -12.7213 
         650     0.197599  0.000171832   1.4483e-06     -12.7213 
         650     0.211455  0.000177461  1.60212e-06     -12.7213 
         650     0.225792  0.000182515  1.76704e-06     -12.7213 
         650       0.2406  0.000187089    1.944e-06     -12.7213 
         650     0.255865  0.000191625  2.13404e-06     -12.7213 
         650     0.271613  0.000195391  2.33861e-06     -12.7213 
         650     0.287818  0.000198684  2.55885e-06     -12.7213 
         650     0.304506  0.000201461  2.79679e-06     -12.7213 
         650      0.32165  0.000203681  3.05374e-06     -12.7213 
         650     0.339278  0.000205318  3.33185e-06     -12.7213 
         650     0.357377  0.000206349   3.6327e-06     -12.7213 
         650      0.37593  0.000206763  3.95775e-06     -12.7213 
         650     0.394968  0.000206556  4.30931e-06     -12.7213 
         650     0.414461  0.000205732  4.68857e-06     -12.7213 
         650      0.43444  0.000204301  5.09787e-06     -12.7213 
         650     0.454872  0.000202279  5.53821e-06     -12.7213 
         650     0.475791  0.000199682  6.01195e-06     -12.7213 
         650     0.497163  0.000196538  6.51989e-06     -12.7213 
         650     0.519021  0.000192868  7.06427e-06     -12.7213 
         650      0.54135  0.000188706   7.6461e-06     -12.7213 
         650     0.564131  0.000184094  8.26605e-06     -12.7213 
         650       0.5874  0.000179078   8.9261e-06     -12.7213 
         650     0.611121  0.000173729  9.62593e-06     -12.7213 
         650      0.63533  0.000168058  1.03686e-05     -12.7213 
         650      0.65999  0.000162162  1.11554e-05     -12.7213 
         650     0.685139  0.000156086  1.19882e-05     -12.7213 
         650     0.710759  0.000149895  1.28671e-05     -12.7213 
         650     0.736828  0.000143662  1.37928e-05     -12.7213 
         650     0.763387  0.000137452  1.47681e-05     -12.7213 
         650     0.790396  0.000131349  1.57933e-05     -12.7213 
         650     0.817896  0.000125427  1.68719e-05     -12.7213 
         650     0.845843  0.000119777  1.80044e-05     -12.7213 
         650     0.874283   0.00011447  1.91949e-05     -12.7213 
         650      0.90317  0.000109597  2.04437e-05     -12.7213 
         650     0.932551  0.000105226  2.17551e-05     -12.7213 
         650     0.962401  0.000101429  2.31302e-05     -12.7213 
         650     0.992697  9.82708e-05  2.45696e-05     -12.7213 
         650      1.02349  9.57967e-05  2.60771e-05     -12.7213 
         650      1.05472  9.40486e-05  2.76513e-05     -12.7213 
         650      1.08645  9.30461e-05  2.92951e-05     -12.7213 
         650      1.11863  9.27969e-05  3.10057e-05     -12.7213 
         650       1.1513  9.32881e-05  3.27847e-05     -12.7213 
         650      1.18444  9.44884e-05  3.46289e-05     -12.7213 
         650      1.21802   9.6344e-05   3.6534e-05     -12.7213 
         650      1.25211  9.87859e-05  3.84993e-05     -12.7213 
         650      1.28663  0.000101719  4.05169e-05     -12.7213 
         650      1.32165  0.000105041  4.25845e-05     -12.7213 
         650      1.35712  0.000108625  4.46924e-05     -12.7213 
         650      1.39308  0.000112347   4.6837e-05     -12.7213 
         650      1.42951  0.000116072  4.90096e-05     -12.7213 
         650      1.46638  0.000119673  5.12008e-05     -12.7213 
         650      1.50375  0.000123048  5.34077e-05     -12.7213 
         650      1.54156  0.000126583  5.56378e-05     -12.7213 
         650      1.57987   0.00012939  5.78687e-05     -12.7213 
         650      1.61863  0.000131483  6.00917e-05     -12.7213 
         650      1.65788  0.000132932  6.23063e-05     -12.7213 
         650      1.69757  0.000133798  6.45056e-05     -12.7213 
         650      1.73776  0.000134144  6.66898e-05     -12.7213 
         650      1.77842  0.000134028  6.88541e-05     -12.7213 
