Variables = x, y, u, v, p

Zone, I=800, F=POINT
         850            0           -0           -0      9.87499 
         850     0.000234  5.03126e-06  4.93123e-11      9.87499 
         850     0.000939  1.97856e-05  7.97789e-10      9.87499 
         850     0.002113  4.31067e-05  4.04601e-09      9.87499 
         850     0.003759  7.34946e-05  1.28217e-08      9.87499 
         850     0.005872  0.000109228  3.13323e-08      9.87499 
         850     0.008457  0.000149056  6.50934e-08      9.87499 
         850      0.01151  0.000192133  1.20781e-07      9.87499 
         850     0.015036  0.000238365   2.0649e-07      9.87499 
         850     0.019031   0.00028798  3.31411e-07      9.87499 
         850     0.023493  0.000341325   5.0597e-07      9.87499 
         850     0.028429  0.000398474   7.4224e-07      9.87499 
         850     0.033831  0.000458599  1.05284e-06      9.87499 
         850     0.039706  0.000520274  1.45235e-06      9.87499 
         850     0.046047  0.000581594  1.95555e-06      9.87499 
         850     0.052863  0.000641379  2.57946e-06      9.87499 
         850      0.06015  0.000699826    3.341e-06      9.87499 
         850       0.0679  0.000758518  4.25716e-06      9.87499 
         850     0.076126  0.000817308  5.34795e-06      9.87499 
         850     0.084816  0.000867281  6.63068e-06      9.87499 
         850     0.093982  0.000918353  8.12622e-06      9.87499 
         850     0.103611  0.000964132  9.85146e-06      9.87499 
         850     0.113718   0.00100472  1.18279e-05      9.87499 
         850     0.124286   0.00103998  1.40704e-05      9.87499 
         850     0.135333   0.00106983  1.66003e-05      9.87499 
         850      0.14685   0.00109401  1.94322e-05      9.87499 
         850     0.158827   0.00111226  2.25788e-05      9.87499 
         850     0.171284    0.0011244   2.6059e-05      9.87499 
         850     0.184201   0.00113033  2.98795e-05      9.87499 
         850     0.197599   0.00113016  3.40569e-05      9.87499 
         850     0.211455    0.0011242  3.85923e-05      9.87499 
         850     0.225792   0.00111286  4.34999e-05      9.87499 
         850       0.2406   0.00109634  4.87807e-05      9.87499 
         850     0.255865   0.00107463  5.44319e-05      9.87499 
         850     0.271613   0.00104878  6.04631e-05      9.87499 
         850     0.287818   0.00101901  6.68627e-05      9.87499 
         850     0.304506  0.000985815  7.36372e-05      9.87499 
         850      0.32165  0.000949817  8.07701e-05      9.87499 
         850     0.339278  0.000911523  8.82661e-05      9.87499 
         850     0.357377   0.00087153  9.61113e-05      9.87499 
         850      0.37593  0.000830436  0.000104289      9.87499 
         850     0.394968  0.000788716  0.000112801      9.87499 
         850     0.414461  0.000746953  0.000121623      9.87499 
         850      0.43444   0.00070557  0.000130757      9.87499 
         850     0.454872  0.000665088  0.000140177      9.87499 
         850     0.475791  0.000625859  0.000149884      9.87499 
         850     0.497163  0.000588321   0.00015985      9.87499 
         850     0.519021  0.000552754  0.000170081      9.87499 
         850      0.54135  0.000519478  0.000180556      9.87499 
         850     0.564131  0.000488764  0.000191255      9.87499 
         850       0.5874  0.000460763  0.000202185      9.87499 
         850     0.611121   0.00043566  0.000213318      9.87499 
         850      0.63533  0.000413576  0.000224667      9.87499 
         850      0.65999   0.00039461  0.000236196      9.87499 
         850     0.685139  0.000378774  0.000247916      9.87499 
         850     0.710759  0.000366099  0.000259813      9.87499 
         850     0.736828  0.000356579  0.000271871      9.87499 
         850     0.763387  0.000350157  0.000284102      9.87499 
         850     0.790396  0.000346772   0.00029648      9.87499 
         850     0.817896  0.000346317  0.000309017      9.87499 
         850     0.845843  0.000348658  0.000321683      9.87499 
         850     0.874283  0.000353638   0.00033449      9.87499 
         850      0.90317  0.000361052  0.000347408      9.87499 
         850     0.932551   0.00037069  0.000360446      9.87499 
         850     0.962401  0.000382294  0.000373582      9.87499 
         850     0.992697  0.000395574  0.000386795      9.87499 
         850      1.02349  0.000410251   0.00040009      9.87499 
         850      1.05472  0.000425979  0.000413434      9.87499 
         850      1.08645  0.000442445  0.000426832      9.87499 
         850      1.11863   0.00045927  0.000440248      9.87499 
         850       1.1513  0.000476124  0.000453686      9.87499 
         850      1.18444  0.000492634  0.000467118      9.87499 
         850      1.21802  0.000508433  0.000480515      9.87499 
         850      1.25211  0.000523207   0.00049388      9.87499 
         850      1.28663  0.000536612  0.000507173      9.87499 
         850      1.32165  0.000548382  0.000520397      9.87499 
         850      1.35712  0.000558252   0.00053351      9.87499 
         850      1.39308  0.000566042  0.000546516      9.87499 
         850      1.42951  0.000571613  0.000559385      9.87499 
         850      1.46638  0.000574909  0.000572091      9.87499 
         850      1.50375  0.000575973   0.00058464      9.87499 
         850      1.54156  0.000575178  0.000597018      9.87499 
         850      1.57987  0.000571955  0.000609241      9.87499 
         850      1.61863   0.00056659  0.000621285      9.87499 
         850      1.65788  0.000559383  0.000633161      9.87499 
         850      1.69757  0.000550632  0.000644846      9.87499 
         850      1.73776  0.000540587  0.000656351      9.87499 
         850      1.77842  0.000529498  0.000667661      9.87499 
         850      1.81952  0.000517597  0.000678763      9.87499 
         850      1.86113  0.000505061  0.000689669      9.87499 
         850      1.90316  0.000492083  0.000700355      9.87499 
         850      1.94571  0.000478795  0.000710834      9.87498 
         850      1.98869  0.000465342  0.000721082      9.87498 
         850      2.03217   0.00045181  0.000731112      9.87498 
         850      2.07612   0.00043829  0.000740908      9.87498 
         850      2.12051  0.000424854  0.000750456      9.87498 
         850       2.1654  0.000411526  0.000759767      9.87498 
         850      2.21073  0.000398348  0.000768818      9.87498 
         850      2.25656   0.00038531  0.000777616      9.87498 
         850      2.30283  0.000372426  0.000786141      9.87498 
         850       2.3496  0.000359659  0.000794398      9.87498 
         850      2.39685  0.000346991  0.000802371      9.87498 
         850      2.44452    0.0003344  0.000810046      9.87498 
