0.0 0.036487176545088686
5.0 -0.16094669344284365
10.0 -0.05205512537223291
15.0 0.20237648127819835
20.0 0.6169309058316129
25.0 1.1701161331429664
30.0 1.863269276294129
35.0 2.376946427861055
40.0 2.702189128682951
45.0 2.818203921673927
50.0 2.8924029254165204
55.0 2.887028168286436
65.0 2.8070451787107857
75.0 2.6285163513091243
90.0 2.2976823619798563
115.0 2.231847683469176
140.0 2.3529656947996895
165.0 2.4439168396124638
190.0 2.5348988665757353
215.0 2.6178892181912055
240.0 2.6894179919382832
265.0 2.754187227959844
290.0 2.8158517208689613
315.0 2.8727156434435046
340.0 2.926914361203215
365.0 2.9801932113384586
390.0 3.03414361888988
415.0 3.08742175656901
440.0 3.138109522880164
465.0 3.186389775979032
490.0 3.2302247806158815
515.0 3.2717277700464606
540.0 3.311726447082612
565.0 3.3440674558271963
590.0 3.3713091752217483
615.0 3.382680417201421
640.0 3.3958644433888185
665.0 3.3992957560863744
690.0 3.4071893939614926
715.0 3.4211501383886076
740.0 3.4352660895717593
765.0 3.4611175256853817
790.0 3.4892085717621693
815.0 3.5200127976764883
840.0 3.549014324505078
865.0 3.5756723135320656
890.0 3.598515149309152
915.0 3.6159206550164074
940.0 3.6311860347701463
965.0 3.6439395538012045
990.0 3.6362443821923547
1015.0 3.6949761228813416
1040.0 3.9140235151856717
