Variables = x, y, u, v, p

Zone, I=2080, F=POINT
         -50            0            0            0      51.4842 
         -50      0.00048  7.94504e-06  1.71487e-09      51.4842 
         -50     0.001922  2.78724e-05   6.7369e-09      51.4842 
         -50     0.004326   5.0158e-05  1.47938e-08      51.4842 
         -50      0.00769  6.49549e-05  2.57723e-08      51.4842 
         -50     0.012017  6.79226e-05  4.01206e-08      51.4842 
         -50     0.017304   6.2646e-05  5.91111e-08      51.4842 
         -50     0.023553  5.78251e-05  8.49647e-08      51.4842 
         -50     0.030763   6.0194e-05  1.20642e-07      51.4842 
         -50     0.038936  6.79865e-05  1.69474e-07      51.4842 
         -50     0.048069  7.18381e-05  2.34627e-07      51.4842 
         -50     0.058163  6.68579e-05  3.18668e-07      51.4842 
         -50     0.069219  6.56647e-05  4.22865e-07      51.4842 
         -50     0.081236  7.03615e-05  5.45356e-07      51.4841 
         -50     0.094215  6.68396e-05  6.89649e-07      51.4841 
         -50     0.108155    6.643e-05  8.55749e-07      51.4841 
         -50     0.123056  6.49738e-05  1.04361e-06      51.4841 
         -50     0.138918  6.34794e-05  1.25338e-06      51.4841 
         -50     0.155744  6.21687e-05  1.48495e-06      51.4841 
         -50     0.173529  6.07822e-05  1.73896e-06      51.4841 
         -50     0.192276  5.90832e-05  2.01838e-06      51.4841 
         -50     0.211984  5.72899e-05  2.32889e-06      51.4841 
         -50     0.232655  5.58788e-05  2.67763e-06      51.4841 
         -50     0.254285  5.42026e-05  3.06861e-06      51.4841 
         -50     0.276877  5.28093e-05  3.52384e-06      51.4841 
         -50     0.300431  5.14802e-05  4.05768e-06      51.4841 
         -50     0.324946  5.02721e-05  4.65712e-06      51.4841 
         -50     0.350424  4.92314e-05  5.28893e-06       51.484 
         -50     0.376861  4.83938e-05  5.90628e-06       51.484 
         -50      0.40426  4.77839e-05  6.45931e-06       51.484 
         -50     0.432621  4.74173e-05  6.90796e-06       51.484 
         -50     0.461945  4.73021e-05  7.23668e-06       51.484 
         -50     0.492228  4.74419e-05  7.46824e-06      51.4839 
         -50     0.523472   4.7837e-05  7.67354e-06      51.4839 
         -50     0.555678   4.8484e-05  7.97237e-06      51.4839 
         -50     0.588845  4.93706e-05  8.51896e-06      51.4839 
         -50     0.622976  5.04118e-05   9.4076e-06      51.4838 
