Variables = x, y, u, v, p

Zone, I=800, F=POINT
         100            0            0            0  -0.00196614 
         100     0.000117  5.68472e-05  3.18274e-12  -0.00196614 
         100     0.000469  0.000227882  5.12447e-11  -0.00196614 
         100     0.001056  0.000513124  2.60265e-10  -0.00196614 
         100     0.001879  0.000913095  8.25949e-10  -0.00196614 
         100     0.002936   0.00142687  2.02248e-09  -0.00196614 
         100     0.004228     0.002055  4.20903e-09  -0.00196614 
         100     0.005755   0.00279756  7.83094e-09  -0.00196614 
         100     0.007518   0.00365513  1.34279e-08  -0.00196614 
         100     0.009515   0.00462683  2.16254e-08  -0.00196614 
         100     0.011746   0.00571279  3.31535e-08  -0.00196614 
         100     0.014214    0.0069146  4.88701e-08  -0.00196614 
         100     0.016915   0.00823045  6.97051e-08  -0.00196613 
         100     0.019853   0.00966245  9.67678e-08  -0.00196613 
         100     0.023023    0.0112083  1.31219e-07  -0.00196613 
         100     0.026431    0.0128712  1.74474e-07  -0.00196613 
         100     0.030075    0.0146504   2.2802e-07  -0.00196613 
         100      0.03395    0.0165435  2.93437e-07  -0.00196612 
         100     0.038063    0.0185543  3.72675e-07  -0.00196612 
         100     0.042408      0.02068   4.6764e-07  -0.00196612 
         100     0.046991    0.0229239  5.80682e-07  -0.00196612 
         100     0.051805    0.0252827  7.14054e-07  -0.00196611 
         100     0.056859    0.0277613  8.70669e-07  -0.00196611 
         100     0.062143    0.0303549  1.05312e-06  -0.00196611 
         100     0.067666    0.0330683  1.26485e-06   -0.0019661 
         100     0.073425    0.0359003  1.50923e-06   -0.0019661 
         100     0.079413    0.0388479  1.78962e-06  -0.00196609 
         100     0.085642    0.0419172  2.11064e-06  -0.00196609 
         100       0.0921    0.0451028  2.47599e-06  -0.00196608 
         100     0.098799    0.0484109  2.89105e-06  -0.00196608 
         100     0.105727    0.0518359  3.36014e-06  -0.00196607 
         100     0.112896    0.0553842   3.8895e-06  -0.00196606 
         100       0.1203    0.0590532  4.48457e-06  -0.00196606 
         100     0.127932    0.0628399  5.15096e-06  -0.00196605 
         100     0.135806    0.0667515  5.89659e-06  -0.00196604 
         100     0.143909    0.0707821  6.72736e-06  -0.00196603 
         100     0.152253     0.074938  7.65212e-06  -0.00196603 
         100     0.160825    0.0792132  8.67751e-06  -0.00196602 
         100     0.169639    0.0836151  9.81381e-06  -0.00196601 
         100     0.178688    0.0881406  1.10693e-05    -0.001966 
         100     0.187965    0.0927866  1.24527e-05  -0.00196598 
         100     0.197484    0.0975606  1.39761e-05  -0.00196597 
         100      0.20723     0.102455  1.56481e-05  -0.00196596 
         100      0.21722      0.10748  1.74827e-05  -0.00196595 
         100     0.227436     0.112626  1.94887e-05  -0.00196593 
         100     0.237895     0.117902  2.16818e-05  -0.00196592 
         100     0.248581       0.1233  2.40718e-05   -0.0019659 
         100      0.25951     0.128829  2.66758e-05  -0.00196588 
         100     0.270675     0.134485  2.95067e-05  -0.00196587 
         100     0.282065     0.140263  3.25761e-05  -0.00196585 
         100       0.2937     0.146174  3.59048e-05  -0.00196583 
         100      0.30556     0.152208  3.95028e-05   -0.0019658 
         100     0.317665     0.158374  4.33925e-05  -0.00196578 
         100     0.329995     0.164663  4.75842e-05  -0.00196576 
         100     0.342569     0.171084  5.21014e-05  -0.00196573 
         100     0.355379     0.177633  5.69591e-05   -0.0019657 
         100     0.368414     0.184305  6.21706e-05  -0.00196567 
         100     0.381693     0.191109  6.77614e-05  -0.00196564 
         100     0.395198     0.198035  7.37421e-05  -0.00196561 
         100     0.408948     0.205092  8.01393e-05  -0.00196557 
         100     0.422921      0.21227  8.69607e-05  -0.00196554 
         100     0.437141     0.219578  9.42362e-05   -0.0019655 
         100     0.451585     0.227005  0.000101971  -0.00196546 
         100     0.466275     0.234562  0.000110196  -0.00196541 
         100       0.4812      0.24224   0.00011892  -0.00196536 
         100     0.496348     0.250033  0.000128154  -0.00196531 
         100     0.511744     0.257953  0.000137926  -0.00196526 
         100     0.527361     0.265983  0.000148235   -0.0019652 
         100     0.543227     0.274136  0.000159112  -0.00196514 
         100     0.559314     0.282396  0.000170549  -0.00196507 
         100      0.57565     0.290776  0.000182577    -0.001965 
         100      0.59222     0.299264  0.000195195  -0.00196493 
         100     0.609012     0.307852    0.0002084  -0.00196485 
         100     0.626053     0.316552  0.000222217  -0.00196476 
         100     0.643315     0.325346  0.000236625  -0.00196467 
         100     0.660826     0.334245   0.00025165  -0.00196457 
         100     0.678557     0.343231  0.000267266  -0.00196447 
         100     0.696538     0.352315  0.000283495  -0.00196436 
         100     0.714754     0.361487  0.000300318  -0.00196424 
         100      0.73319     0.370735  0.000317712  -0.00196412 
         100     0.751876      0.38007  0.000335694  -0.00196399 
         100     0.770782     0.389473   0.00035422  -0.00196385 
         100     0.789937     0.398953  0.000373303   -0.0019637 
